"A project’s daily standup meetings are long, often lasting more than two hours. The project team uses the standup meetings for extended discussions about solutions to project obstacles. 
 
What should the project manager do to improve the daily standup meetings? 

A: Allow the meetings to remain long but ensure that the time is productive by using an agenda and recording minutes. 
B: Timebox each speaker using a stopwatch in standup meetings.  
C: Nominate a team member to manage obstacles and schedule meetings to discuss possible solutions. 
D: Coach team members towards shortening standup meetings to 10-15 minutes and improve their method for identifying solutions. ","D - FEEDBACK: Daily standups are important meetings for agile teams. The project manager should coach the team in how a daily standup meeting is run and what is discussed. Teams run their own standups, and when run well, they can be very useful. Daily standups are typically 10-15 mins and three questions are answered: 1) What did you do since the last standup? 2) What will you do today? 3) Are there any impediments or roadblocks? Hold separate meetings to discuss the blockers and find the solutions."
"Leaders of high-performing project teams __________ team members’ skills and knowledge and keep team members __________ throughout the project. 
 
Fill in the blanks with the correct set of responses. 

A: nurture, motivated 
B: reward, scheduled  
C: identify, aware 
D: leverage, rewarded ",A - FEEDBACK: The primary goal of a project manager in relation to supporting a high-performing project team is to ensure that the team has the right skills and knowledge to complete the work and to keep them motivated to do their best work. These actions potentially optimize project outcomes.
"A project manager is having difficulty obtaining consistent input from stakeholders and needs their input to identify assumptions and constraints. 
 
How can the project manager improve stakeholder engagement? 

A: Use political awareness techniques. 
B: Institute checklist policies. 
C: Research effective meeting management techniques. 
D: Make use of effective facilitation techniques. ","D - FEEDBACK: Facilitation is the ability to effectively guide a group event to a successful decision, solution, or conclusion. A facilitator ensures effective participation, that participants achieve a mutual understanding, that all contributions are considered, that conclusions or results have full buy-in according to the decision process established for the project, and that the actions and agreements achieved are appropriately dealt with afterward."
"The agile team is composed of highly skilled product design engineers. Their reputation for quality and speed has earned them new duties in concept development for new products, but team output in this new role has fallen steeply compared to their design work. 

Which two measures are most effective to improve team productivity in this case? (Choose TWO.) 

A: Plan a creativity spike in the next iteration.  
B: Seek creative thinkers to mentor the team. 
C: Prolong the iterations to adjust to new tasks. 
D: Hire more T-shaped profiles into the team. 
E: Boost motivation with a team building event.","B, D - FEEDBACK: The key problem of the team is that specialists are outside of their comfort zone. Mentoring and diversifying the team so that it is more cross- Functional is the most efficient measure. Relying on the team's existing skill set to perform a spike or boosting their motivation or prolonging iterations will NOT address the root problem of specialization."
"The agile team excels at solving technical problems, but when the product owner requests creative or business-related ideas, the team falls silent. 
  
Is this a problem? 

A: Yes, specialist teams are prone to higher error rates. 
B: No, specialist teams are more effective than generalists. 
C: Yes, lack of diversity will limit the team's adaptability. 
D: No, the team performs better without useless distractions. ",C - FEEDBACK: T-shaped skills are desirable in agile team members. Having a broad set of skills enables people to work more independently and with greater ability to adapt to changing needs.
"A project manager experienced in predictive methods is taking on an agile project for the first time. To help in making a successful transition, the project manager makes a list of situations that may arise from inadequate action as a servant leader. 
  
Which three situations would be on this list? (Choose THREE.) 

A: Team members avoid taking on challenging tasks. 
B: Team members avoid direct communication with other departments. 
C: Team members raise impediments they are unable to eliminate. 
D: High performers in the team move to more senior positions. 
E: Project stakeholders’ express skepticism of agile methods.","A, B, E - FEEDBACK: Servant leaders must promote professional development through challenges and help team members build bridges with external groups. They also educate stakeholders on the business value of agile methodology."
"An agile team needs to decide who should represent them in the Scrum of Scrums. 
  
Which criteria should a project manager use to select the best-suited team member? 

A: How well the member knows the work in the other teams 
B: How well the member applies their depth of expertise 
C: How convincing the member is as a public speaker? 
D: How long they have been working with Agile methods",A - FEEDBACK: The most important factor to effectively collaborate between teams in a Scrum of Scrums is to understand the work across all teams. This knowledge promotes effective coordination to identify and resolve dependencies and impediments. The other qualities are mainly important within the team (expertise and influence).
"While monitoring progress of the agile team, the project manager notices that an expert member's output is much lower compared with that of junior team members. This is a surprise, as the expert works diligently on the most complex tasks and always produces defect- Free results. 
  
Which is the most likely explanation for the developer's low output? 

A: The expert works faster and reports fewer hours than the junior members. 
B: Younger team members are normally more productive. 
C: The story point estimates on the expert's work are consistently too low. 
D: The expert runs more tests and therefore completes fewer stories. ","C - FEEDBACK: Story point estimates would be used measure progress in an agile project, and actual hours worked would NOT be apparent unless readjusted. However, as an important note, an agile team is self-organized and the emphasis is on team output, NOT individual effort."
"The Project Management Office wants to offer constant reporting across the dozens of agile projects running concurrently. They want to use information radiators to share progress status and key lessons learned. 
  
How can this best be achieved? 

A: Place monitors displaying combined feature burn-up charts and a digest of retrospectives. 
B: Use fishbowl windows to show all project teams’ Kanban boards and charts in real time. 
C: Place webcams to broadcast all Kanban boards and cycle the images sequentially on the radiator.  
D: Set up an internal Wiki page which all agile teams update in real time and users consult on demand.     ","A - FEEDBACK: The feature burn-up chart can be used as a common measure of progress, and lessons learned are recorded in retrospectives. Information radiators are physical displays used to share up-to-date information across the organization. They are NOT live cams exclusively (fishbowl and webcam distractors) and the information is NOT on demand (Wiki page)."
"The last three agile iterations showed a trend of increasingly prolonged test work. 
  
Which activity should the project manager plan to address the root cause? 

A: Adopt test automation tools.  
B: Plan an iteration of testing only. 
C: Practice a paired testing policy. 
D: Plan more backlog refinement. ",D - FEEDBACK: Overly complex stories can cause prolonged periods of testing. Backlog refinement is used to break down complex stories into smaller packages.
"After three agile iterations showed a trend of increasingly prolonged test work, the team performed an intensive backlog refinement. 
  
What metrics would show that the problem was effectively addressed? 

A: Increase in value per story 
B: Speed of impediment resolution 
C: Stories completed per iteration 
D: Decrease in backlog item count","C - FEEDBACK: Refinement results in smaller, less complex stories, which allows the team to complete them faster."
"The project manager receives a progress report showing that the agile project is NOT on track. Since all work was deliberately selected and sequenced to meet higher-level objectives, the project manager is surprised by the report. 
   
In the future, how can the project manager prevent this type of miscommunication? 

A: Support self-organization for the project team and help them provide buy-in for the project. 
B: Ensure that there is a contingency reserve to cover these issues. 
C: Ensure that the team is trained to use the agile process reporting system. 
D: Provide early training and ongoing mentoring about the agile approach for the project team. ","A - FEEDBACK: For agile projects, rather than a project manager selecting and sequencing work, higher-level objectives are explained, and the team members are empowered to self-organize specific tasks as a group to best meet those objectives. This leads to the creation of practical plans with high levels of buy-in from the team members."
"Project team members are concerned that a new resource does NOT seem suitable for an assigned task. 
   
How should the project manager respond to this concern? 

A: Contact senior management to discuss the possibility of reassigning the new resource to a different project. 
B: Schedule time to chat with the new resource to re-assess their skills and understand their strength level. 
C: Ask the team members to document task-related deficiencies displayed by the resource. 
D: Contact the project sponsor to highlight these concerns and decide on an appropriate response.","B - FEEDBACK: The project manager should talk to the new member to re-assess their skills and understand their strengths, to see if they meet the needs for the project. The opinions of other team members, even if correct, is NOT a direct cause for action."
"A cross- Functional team on Project B reports a delay in developing a prototype. The project manager believes that the cause is lack of knowledge in a specific, required skill on the team. 
   
In which three ways can the project manager prevent this situation on future projects? (Choose THREE.) 

A: Ask the team leader to recommend a solution.  
B: Identify required skills and organize the team based on the strength of those skills. 
C: Make a list of required, specific skills for the project. 
D: Outsource the task to a skilled expert. 
E: Identify the skill deficiency as a project risk.","B, C, D - FEEDBACK: Developing the team and proactively strengthening individual team members’ skills is an important part of servant leadership. This means that the project manager needs to know the required strengths and skill sets needed for a project and recruit or be able to outsource the work to a resource with that skill."
"A project manager notices that team member A seems more unhappy after every team meeting. After looking into the situation, the project manager finds out that team member A is not making progress on a key activity. This has an impact on the critical path. Team member A also feels that they are NOT in the correct role within the project team. 
   
What should the project manager do? 

A: Reassure team member A about their abilities by reminding them that they were chosen for a reason. 
B: Meet with team member A to discuss where they can contribute, based on their strengths. 
C: Enroll team member A in targeted training to acquire the needed skills for their assigned role.  
D: Reassign team member A to a more appropriate role in another project.  ","B - FEEDBACK: Meeting with team member A to find out if they are correctly placed in a project role is the best response. The individual may be right. As a servant leader, you can help them find the correct role. The other responses may be helpful, but they miss addressing the team member’s concern."
"A customer requests a change in the technical approach for a product in development. The project manager learns about this request during a recurring project review. 
   
How should the project manager respond? 

A: Work with team members to immediately implement the new approach. 
B: Let the team decide on the appropriate approach, giving them authority to implement and validate their decision in talks with stakeholders. 
C: Discuss the pros and cons of the proposed approach with stakeholders, then select the approach that is best for the team and notify team members. 
D: In order to obtain sponsor buy-in, allow the team to benchmark the approach.  ","B - FEEDBACK: As this is a technical issue, the project manager should discuss the request with the team and empower them to assess and select the best options to solve the customer's request and communicate it with them."
"A project manager receives complaints from a project sponsor because of a delay in developing a prototype. The project manager consults the resource management plan and responds that the delay was due to a lack of knowledge in a specific skill that was needed by the cross- Functional project team. 
   
How can the project manager perform this task better in the future? 

A: Create training sessions at the start of the project, so all necessary skills are learned. 
B: List required skills for the project and organize the project team based on those skills. 
C: Consult with the project sponsor to add training once the lack of a specific skill becomes apparent.  
D: Empower team members to problem solve where skills may be lacking, using the skills they do have. ",B - FEEDBACK: Develop the resource management plan by defining the roles and responsibilities of the project team members to create a project organizational structure and provide guidance regarding how resources will be assigned and managed.
"Most of an agile team’s members are away for a month, but the project needs to make progress. The project manager outsources the work to overseas contractors to work remotely on the stories. In their first sprint, the overseas team did NOT understand certain usability requirements, but still managed to complete five (5) stories that were previously blocked because the original team could NOT handle the algorithmic complexity of the work. 
  
What should the project manager do in this situation to make progress on the project? 
A: Engage an interpreter to translate all the requirements 
B: Assign all the usability stories to the remaining local team member 
C: Reprioritize the backlog to match the remote team's skills 
D: Find another remote team with better linguistic skills. ",C - FEEDBACK: The project manager should notice that the remote team has a higher specialist skill level and seek to leverage their talent. This action fills the skill gaps of the local team.
"A project manager wants to know whether an agile team possesses a good combination of T-shaped skills. 
  
What can the project manager measure to determine this? 

A: Decrease in detected defects 
B: Reduction in reassigned tasks 
C: Less internal knowledge sharing 
D: More collaboration with SMEs  ","B - FEEDBACK: By including T-shaped members, teams can collaborate better to complete work, and members will NOT need to reassign tasks to others."
"An agile team member solved a problem that had blocked work for several weeks. After release of the software, it appears that the solution caused a function to fail. The quality director demands an explanation. 
  
In which two ways should the project manager react? (Choose TWO.) 

A: Ask the team member to present his rationale and lessons learned. 
B: Work with the team to identify gaps in the Definition of Done.  
C: Issue a warning to the team member about NOT taking risky initiatives. 
D: Work with the team to identify gaps in the Definition of Ready.  
E: Respond to the director that mistakes are inevitable but will be remedied.","A, B - FEEDBACK: Agile teams must have accountability for the results of their work. In this case, valuable lessons learned and context of error are shared. The team will have to collaborate on ways to prevent the problem by updating the Definition of Done—for example, adding checks on external conditions."
"A recently formed agile team is exhausted after working 12-hour days to fulfill sprint commitments.  
  
Who has NOT properly performed their duties in this situation? 

A: Project manager 
B: Team members  
C: Product owner  
D: Scrum master","D - FEEDBACK: The Scrum master has the role of ensuring that the team's working conditions, including workload, are appropriate and sustainable."
"The product owner's schedule is very busy, and he wishes to delegate some of his tasks to the experienced agile team. 
  
Which task is suitable to delegate to the agile team? 

A: Prioritize items to the backlog according to size. 
B: Initiate and run backlog refinement sessions. 
C: Select prioritized items for the sprint backlog. 
D: Add items to the backlog before prioritization. ","D - FEEDBACK: The product owner typically has sole authority to prioritize and plan the backlog according to business needs. Refinement also requires prioritization. Adding items can be delegated, and the product owner would prioritize at a later time."
"A project is in the execution stage, and a change in the market pushes stakeholders to make the due date earlier. The project manager rapidly assigns skilled resources to build and establish the team. 
   
Which of the following would NOT be included in the project manager’s next steps? 

A: Assess required skills for the project. 
B: Plan suitable interactions for the team. 
C: Train the new team. 
D: Create a project schedule. ","A - FEEDBACK: Skill assessment for the project precedes resource assignment. Once the project team is established, the project manager can start developing them. Develop Team is the process of improving competencies, team member interaction, and overall team environment to enhance project performance."
"Project A is experiencing schedule performance issues. After assessing the issues, the project manager determines that project resources have low expertise levels. 
   
Specifically, a few of the senior-level resources perform irrelevant work, and some inexperienced resources take too much time to complete tasks. 
   
Which action should the project manager take to enhance team performance? 

A: Implement training where necessary and make work requirements more visible for all team members. 
B: Reassign the senior-level resources as coaches and mentors to the inexperienced ones. 
C: Give the junior team members incentives to work faster; send an email to the senior-level resources. 
D: Remind the entire team of project goals, schedules, roles, and timelines during the next team meeting.",A - FEEDBACK: The project manager must ensure the junior members are properly trained and ensure that all team members are doing the work that they are supposed to be doing. Implementing training and keeping everyone’s work visible is the most comprehensive option to achieve both goals.
"Several new members are added to an ongoing project. Although all original team members received basic training on the specifics of the business operation that the project supports, the new members do NOT have the same basic understanding. This lack of understanding results in decreased productivity. 
  
How should the project manager respond to this issue? 

A: Ask the original team members to provide support and training and schedule a second kick-off meeting for new team members. 
B: Assure all new team members that they should feel comfortable asking for help from both the long-term members and project manager. 
C: Revise the team, so that the newer resources are moved to other projects and resources with relevant experience are added, then log lessons learned. 
D: Recognize that this is a common occurrence when teams experience changes and revise the schedule to allow for the slight decrease in productivity. ",B - FEEDBACK: It is the project manager’s responsibility to make sure that the new members are adequately trained. This approach provides that training.
"A team decides that an agile approach fits the needs of the next phase in their project. Unfortunately, some team members have NOT had the appropriate agile training. 
   
How should the project manager respond to the lack of agile training? 

A: Transition some of these team members to other teams and replace them with resources with agile training. 
B: Ensure the project’s contingency reserve can cover agile training for all team members. 
C: Create virtual training sessions for key team members, covering the main agile topics. 
D: Identify and implement the most cost-effective agile training for the team members. ",D - FEEDBACK: Training for project team members can result in added skills that could be useful for future phases or projects. The project manager should identify and implement agile training for team members. Training lessons and related costs should be evaluated and included in the resource management plan and cost and schedule baselines.
"A project team has been efficiently delivering results. The product upgrade they are working on must be released in three months or else a competitor’s new product will make theirs obsolete. Citing this reason, the product owner makes a sudden request for a feature revision. However, no one on the project team is capable of doing the work. The project sponsor is willing to extend the budget but CANNOT extend the schedule. 
   
What should the project manager do? 

A: Meet the new demand by adding new resources with the required skills. 
B: Recommend suspending the project until a firm decision can be made.  
C: Discuss options with the project sponsor and choose the best one. 
D: Challenge the request and initiate customer research to determine whether the new feature is desirable. ","A - FEEDBACK: In situations with time constraints, the most efficient option is expanding the team to include skilled resources. Training is also an option if resources have the capability to learn within the timeframe. The project sponsor has already made their request, so it is up to the project manager to realize it. Agile projects are designed to function in highly complex and unpredictable environments, so suspending or cancelling the project hardly ever is an option."
"Some agile approaches have recently been added to an infrastructure company's predictive processes. The team is NOT completing the planned story points, and they are becoming passive. The project manager is concerned and wants to improve productivity. 
   
Which two actions should the project manager take? (Choose TWO.) 

A: Provide team training, so the team can do a better job of estimating story points. 
B: Speed up the project by reducing the backlog. 
C: Gain the needed time for story point completion by adding more iterations to the project. 
D: Use burndown and burnup charts to evaluate team performance and show story points completion.","A, D - FEEDBACK: Training can be a great way to empower team members to grow their skillsets. This would also create consistency in story point estimation techniques. Burndown charts show the remaining story points and burnup charts show story point completion."
"An agile approach is required during the final phase in a team’s project. As the team discusses the phase, some team members disclose that they have NOT worked with agile before. The deadline is approaching soon.  
   
How should the project manager respond? 

A: File a change request that addresses the agile training that members lack. 
B: Escalate this as an issue to the project sponsor, as it is a company-wide issue and a blocker for this project. 
C: Ask the team members who have worked with agile to mentor the others. 
D: Identify and provide the most cost-effective agile training for team members. ","D - FEEDBACK: Providing training to project team members can result in added skills that can be useful for future phases or projects. Training lessons and related costs could be evaluated to be included in the resource management and cost management plans. Mentoring is a good idea, but with a firm schedule, you may NOT have enough time to transfer skills while getting project work done. Finally, this is the project manager’s issue to deal with, NOT the project sponsors."
"A project has the following characteristics: 
   
- Schedule performance issues occur due to low expertise levels of project resources. 
- Junior-level resources are NOT completing tasks in a timely manner. 
- Highly-experienced resources report that their junior colleagues are performing unnecessary tasks. 
  
In what two ways can the project manager enhance the performance of this team? (Choose TWO.) 

A: Meet with the team leader to discuss the situation and decide if escalation to the project sponsor is necessary. 
B: Implement a whole-team training program to address efficient working and task completion. 
C: Work collaboratively with the team to design training and a checklist for task completion aligned with project goals. 
D: Design a checklist for all team members. 
E: Set up mentoring sessions within the team so that the experienced resources can coach the junior resources and work collaboratively.","C, E - FEEDBACK: Project managers should attempt to resolve issues using the tools and techniques available to them prior to changing the plan or escalating the issue. Providing training to those who need it will improve team performance and implementing a checklist ensures each team member is checking only what needs to be checked."
"During Project A’s kickoff phase, the project manager provided training for the entire team regarding the specifics of the company operations that the project supports. 
   
A year later, project productivity is suffering because members who were added later in the project do NOT have the same level of understanding. 
   
How should the project manager respond to this challenge? 

A: Tell the newer team members to ask for help from the long-term members when they run into things they do not understand. 
B: Ask current team members to provide training and support and hold a second kick-off meeting for new team members. 
C: Add new members who have the relevant experience, reassign the newer team members, and log turnover issues in the lessons learned register. 
D: Recognize that this is a natural project progression and revise the schedule to allow for the slight decrease in productivity. ",B - FEEDBACK: It is the project manager's responsibility to make sure that the new members are adequately trained. This approach provides that training.
"A technology development project has the following characteristics: 

It requires a highly skilled resource that is unavailable locally. 
 
The project manager has identified a resource who can do the work, but the resource lives in a different country and requires a work visa.  
 
The work visa process is taking more time than anticipated. 
   
What should the project manager do? 

A: Assign the existing team overtime work. 
B: Reduce the project scope.  
C: Delay the project by an equivalent duration.  
D: Request that the resource work remotely.","D - FEEDBACK: The use of virtual teams creates new possibilities when acquiring project team members. Virtual teams can be deﬁned as groups of people with a shared goal who fulfill their roles with little or no time spent meeting face to face. The availability of communication technology such as email, audio conferencing, social media, web-based meetings, and video conferencing has made virtual teams feasible."
